a,b,c,objID,objType,objYear,wapName,wakName,wadName,pmnID,pmnObjName,area,pmnRemarks,Pulau
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\31. Maluku Utara 2011\13 11 2013\5 SP 2011 Pesisir\KEC SULABESI TENGAH.gdb\P4T_SULABESI_TENGAH_GEO\sulabesi_tengah_penggunaan_poly_geo,['PENGGUNAAN'.'PMANFAATAN'.'No_id'.'KET'.'Shape_Le_1'.'Shape_Area'],1,Pesisir,2011,Maluku Utara,,Kecamatan Sulabesi Tengah,,PMANFAATAN,,Sulabesi Tengah,Sulabesi Tengah
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\31. Maluku Utara 2012\6 SP 2012 awal vector\1-Galela-ori\Galela.shp,['FID'.'DESA'.'KECAMATAN'.'KABUPATEN'.'PROVINSI'.'Pengasaan'.'Kode_Peng'.'Pemilikan'.'Kode_Pemil'.'Penggnaan'.'Kd_Penggn'.'Pemanfaata'],1,Pesisir,2012,Maluku Utara,,Kecamatan Galela,,Pemanfaata,,Galela,Galela
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\31. Maluku Utara 2012\6 SP 2012 awal vector\5-Tobelo Selatan-ori\Tobelo Selatan.shp,['FID'.'FID_atn_t'.'DESA'.'KECAMATAN'.'KABUPATEN'.'PROVINSI'.'kode_jenis'.'pengasaan'.'kode_jen_1'.'pemilikan'.'kode_jen_2'.'penggnaan'.'pemanfaata'],1,Pesisir,2012,Maluku Utara,,Kecamatan Tobelo Selatan,,pemanfaata,,Tobelo Selatan,Tobelo Selatan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\31. Maluku Utara 2012\6 SP 2012 awal vector\3-Tobelo-ori\TOBELO.shp,['FID'.'OBJECTID_2'.'DESA_KEL_1'.'KODE_MIL_1'.'KODE_KUA_1'.'KODE_PGT_1'.'KECAMATAN1'.'KABUPATEN1'.'PROVINSI_2'.'PEMANFAA_1'.'KPMILIKAN'.'PNGUASAAN'.'PNGUNAAN'],1,Pesisir,2012,Maluku Utara,,Kecamatan Tobelo,,PEMANFAA_,,Tobelo,Tobelo
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\31. Maluku Utara 2012\6 SP 2012 awal vector\2-Tobelo Utara-ori\Tobelo Utara.shp,['FID'.'DESA'.'KECAMATAN'.'KABUPATEN'.'Id'.'KJPengasa'.'Pengasaan'.'KJKepemili'.'Pemilikan'.'KJPenggna'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2012,Maluku Utara,,Kecamatan Tobelo Utara,,Pemanfaata,,Tobelo Utara,Tobelo Utara
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\31. Maluku Utara 2012\6 SP 2012 awal vector\4-Tobelo Tengah-ori\Tobelo Tengah.shp,['FID'.'Id'.'KJ_Pngasa'.'Pengasaan'.'KJ_Kpmlkan'.'Pemilikan'.'KJ_Pnggna'.'Penggnaan'.'Pmanfaatan'.'Desa'],1,Pesisir,2012,Maluku Utara,,Kecamatan Tobelo Tengah,,Pmanfaatan,,Tobelo Tengah,Tobelo Tengah
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\31. Maluku Utara 2012\6 SP 2012 awal vector\6-Tobelo Timur-ori\Tobelo Timur.shp,['FID'.'Id'.'KJ_Pengas'.'Pengasaan'.'KJ_Kepemil'.'Pemilikan'.'KJ_Penggn'.'Penggnaan'.'Pemanfaata'.'DESA'.'KECAMATAN'.'KABUPATEN'.'PROVINSI'.'TOPONYM'],1,Pesisir,2012,Maluku Utara,,Kecamatan Tobelo Timur,,Pemanfaata,,Tobelo Timur,Tobelo Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\31. Maluku Utara 2013\27 11 2013\2013-KAB-HALMAHERA SELATAN-5 SP\1 Kec Bacan Barat Utara\Bacan Barat Utara_Poly.shp,['FID'.'Provinsi'.'Kabpaten'.'Kecamatan'.'Desa'.'Pengasaan'.'Kode_PN'.'Pemilikan'.'Kode_PM'.'Penggnaan'.'Kode_PG'.'Pmanfaatan'.'Keterangan'],1,Pesisir,2013,Maluku Utara,,Kecamatan Bacan Barat Utara,,Pmanfaatan,,Bacan Barat Utara,Bacan Barat Utara
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\31. Maluku Utara 2013\27 11 2013\2013-KAB-HALMAHERA SELATAN-5 SP\2 Kec Bacan Barat\Bacan Barat_Poly.shp,['FID'.'PROVINSI'.'KABUPATEN'.'KECAMATAN'.'DESA'.'PENGUASAAN'.'KODE_PN'.'PEMILIKAN'.'KODE_PM'.'PENGGUNAAN'.'KODE_PG'.'PMANFAATAN'.'KETERANGAN'],1,Pesisir,2013,Maluku Utara,,Kecamatan Bacan Barat,,PMANFAATAN,,Bacan Barat,Bacan Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\31. Maluku Utara 2013\27 11 2013\2013-KAB-HALMAHERA SELATAN-5 SP\3 Kec Bacan\Bacan.shp,['FID'.'Id'.'Provinsi'.'Kabpaten'.'Kecamatan'.'Desa'.'Pengasaan'.'Kode_PN'.'Pemilikan'.'Kode_PM'.'Penggnaan'.'Kode_PG'.'Pmanfaatan'.'Keterangan'],1,Pesisir,2013,Maluku Utara,,Kecamatan Bacan,,Pmanfaatan,,Bacan,Bacan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\31. Maluku Utara 2013\27 11 2013\2013-KAB-HALMAHERA SELATAN-5 SP\4 Kec Bacan Selatan\Bacan Selatan.shp,['FID'.'Provinsi'.'Kabpaten'.'Kecamatan'.'Desa'.'Pengasaan'.'Kode_PN'.'Pemilikan'.'Kode_PM'.'Penggnaan'.'Kode_PG'.'Pmanfaatan'.'Keterangan'],1,Pesisir,2013,Maluku Utara,,Kecamatan Bacan Selatan,,Pmanfaatan,,Bacan Selatan,Bacan Selatan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\31. Maluku Utara 2013\27 11 2013\2013-KAB-HALMAHERA SELATAN-5 SP\5 Kec Bacan Timur\Bacan_Timur.shp,['FID'.'Provinsi'.'Kabpaten'.'Kecamatan'.'Desa'.'Pengasaan'.'Kode_PN'.'Pemilikan'.'Kode_PM'.'Penggnaan'.'Kode_PG'.'Pemanfaata'.'Keterangan'],1,Pesisir,2013,Maluku Utara,,Kecamatan Bacan Timur,,Pemanfaata,,Bacan Timur,Bacan Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\31. maluku utara\INVENTARISASI PESISIR PULAU DOI DAN DAGASULI TA 2014\1 Olah\Pulau_Doi\shp\pfn_Pulau_Doi.shp,['FID'.'DESA'.'objID'.'objType'.'objYear'.'wapName'.'wakName'.'wacName'.'area'.'psnRemarks'.'pfnID'.'pfnObjName'],1,Pulau Kecil,2014,Maluku Utara,,Kecamatan Pulau Doi,,pfnObjName,,Pulau Doi,Pulau Doi
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\31. maluku utara\INVENTARISASI PESISIR PULAU DOI DAN DAGASULI TA 2014\1 Olah\Pulau_Dagasuli\shp\pfn_Pulau_Dagasuli.shp,['FID'.'DESA'.'objID'.'objType'.'objYear'.'wapName'.'wakName'.'wacName'.'ptnID'.'pfnObjName'.'area'.'pfnRemarks'],1,Pulau Kecil,2014,Maluku Utara,,Kecamatan Pulau Dagasuli,,pfnObjName,,Pulau Dagasuli,Pulau Dagasuli
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\32. Papua 2010\Spasial\Arso Timur\penggunaan.shp,['FID'.'Pemanfaata'.'ID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'.'LUAS'],1,Perbatasan,2010,Papua,,Kecamatan Arso Timur,,Pemanfaata,,Arso Timur,Arso Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\32. Papua 2010\Spasial\Muara Tami\penggunaan.shp,['FID'.'Pemanfaat'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'.'ID'.'LUAS'],1,Perbatasan,2010,Papua,,Kecamatan Muara Tami,,Pemanfaat,,Muara Tami,Muara Tami
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\32. Papua 2010\Spasial\Senggi\penggunaan.shp,['FID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'LUAS'.'ID'.'Stats'.'KETERANGAN'],1,Perbatasan,2010,Papua,,Kecamatan Senggi,,KETERANGAN,,Senggi,Senggi
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\32. Papua 2010\Spasial\Waris\penggunaan.shp,['FID'.'Jenis_pema'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'ID'.'KETERANGAN'.'LUAS'],1,Perbatasan,2010,Papua,,Kecamatan Waris,,Jenis_pema,,Waris,Waris
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\10 Maret 2012\Final Perbatasan\SHP\Kab. Boven Digoel\Sesnuk\Sesnuk penggunaan.shp,['FID'.'Penggnaan'.'Pemilikan'.'Pengasaan'.'Kode_Jenis'.'Jenis_Pema'.'Keterangan'.'LasM2'],1,Perbatasan,2011,Papua,,Kecamatan Sesnuk,,Jenis_Pema,,Sesnuk,Sesnuk
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\10 Maret 2012\Final Perbatasan\SHP\Kab. Merauke\Elikobel\ELIKOBEL penggunaan.shp,['FID'.'Penggnaan'.'Pemilikan'.'Pengasaan'.'Las_M2'.'Keterangan'.'Kode_Jenis'.'Jenis_Pema'],1,Perbatasan,2011,Papua,,Kecamatan Elikobel,,Jenis_Pema,,Elikobel,Elikobel
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\10 Maret 2012\Final Perbatasan\SHP\Kab. Merauke\Merauke\MERAUKE penggunaan.shp,['FID'.'Penggnaan'.'Pemilikan'.'Pengasaan'.'Las_M2'.'Keterangan'.'Kode_Jenis'.'Jenis_Pema'],1,Perbatasan,2011,Papua,,Kecamatan Kota Merauke,,Jenis_Pema,,Kota Merauke,Kota Merauke
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\10 Maret 2012\Final Perbatasan\SHP\Kab. Merauke\Naukenjerai\NAUKENJERAI penggunaan.shp,['FID'.'Penggnaan'.'Pemilikan'.'Pengasaan'.'Las_M2_'.'Keterangan'.'Kode_Jenis'.'Jenis_Pema'],1,Perbatasan,2011,Papua,,Kecamatan Naukenjerai,,Jenis_Pema,,Naukenjerai,Naukenjerai
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\10 Maret 2012\Final Perbatasan\SHP\Kab. Merauke\Sota\SOTA penggunaan.shp,['FID'.'Penggnaan'.'Pemilikan'.'Pengasaan'.'Las_M2'.'Keterangan'.'Kode_Jenis'.'Jenis_Pema'],1,Perbatasan,2011,Papua,,Kecamatan Sota,,Jenis_Pema,,Sota,Sota
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\10 Maret 2012\Final Perbatasan\SHP\Kab. Merauke\Ulilin\ULILIN penggunaan coba.shp,['FID'.'Penggnaan'.'Pemilikan'.'Pengasaan'.'Las_M2_'.'Keterangan'.'Kode_Jenis'.'Jenis_Pema'],1,Perbatasan,2011,Papua,,Kecamatan Ulilin,,Jenis_Pema,,Ulilin,Ulilin
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\32. Papua 2011\Liki\LIki_Pemanfaatan.shp,['FID'.'No'.'penggnaan'.'Nama'.'Jenis_Pe_1'.'Keterang_1'.'Pemanfaata'.'Pemanfaa_1'.'Las'.'Shape_Leng'],1,Pulau Kecil Terluar,2011,Papua,,Pulau Liki,,Pemanfaata,,Liki,Liki
,C:\WP3WT\PPKT\SHP\Kolepon\PEMANFAATAN\f_kolepon.shp,['FID'.'PMF'.'NAMA_PULAU'.'PGN'.'PENGGUNAAN'],1,Pulau Kecil,2011,Papua,,Kecamatan Kolepom,,PMF,,Kolepom,Kolepom
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\33. Papua Barat 2011\08 12 2013\TANAH RUBUH\SHP_Tanah_Rubuh\penggunaan\penggunaan.shp,['FID'.'Penggnaan'.'pemanfaata'.'No_Id'.'Kode_pengg'],1,Pesisir,2011,Papua Barat,,Kecamatan Tanah Rubuh,,pemanfaata,,Tanah Rubuh,Tanah Rubuh
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\33. Papua Barat 2012\08 12 2013\WP3WT ORANSBARI\PETA\SHP\penggunaan oransbari\penggunaan_sesuai_adm.shp,['FID'.'Lcode'.'Lcov'.'Qcode100'.'Qname100'.'Qlabel'.'Fitcode'.'Idsn'.'Reclas'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2012,Papua Barat,,Kecamatan Oransbari,,Pemanfaata,,Oransbari,Oransbari
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\33. Papua Barat 2012\08 12 2013\Pengolahan Data WP3WT Momiwaren\SHP Momiwaren\penggunaan\penggunaan.shp,['FID'.'penggnaan'.'kode_gna'.'pemanfaata'.'kecamatan'],1,Pesisir,2012,Papua Barat,,Kecamatan Momiwaren,,pemanfaata,,Momiwaren,Momiwaren
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\33. Papua Barat 2012\08 12 2013\FAKFAK BARAT\SHP FFB NEW\PENGGUNAAN\Penggunaan_FFB.shp,['FID'.'Penggnaan'.'Kode_gna'.'Pemanfaata'],1,Pesisir,2012,Papua Barat,,Kecamatan Fakfak Barat,,Pemanfaata,,Fakfak Barat,Fakfak Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\33. Papua Barat 2012\08 12 2013\Pengolahan Data WP3WT Fakfak\SHP Fakfak\penggunaan\penggunaan.shp,['FID'.'Id'.'gna'.'manfaat'.'ket'.'kode_gna'],1,Pesisir,2012,Papua Barat,,Kecamatan Fakfak,,manfaat,,Fakfak,Fakfak
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\33. Papua Barat 2013\05 05 2014\pengolahan wp3wt manokwari barat 2013\penggunaan.shp,['FID'.'gna'.'Kode_gna'.'manfaat'],1,Pesisir,2013,Papua Barat,,Kecamatan Manokwari Barat,,manfaat,,Manokwari Barat,Manokwari Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\33. Papua Barat 2013\05 05 2014\pengolahan WP3WT sidey 2013\penggunaan.shp,['FID'.'Kode_gna'.'J_gna'.'J_manfaat'],1,Pesisir,2013,Papua Barat,,Kecamatan Sidey,,J_manfaat,,Sidey,Sidey
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\33. Papua Barat 2014\wilayah pesisir Papua Barat 2014\pengolahan wp3wt sorong manoi 2014\pengolahan data\penggunaan.shp,['FID'.'gna'.'kode_gna'.'manfaat'],1,Pesisir,2014,Papua Barat,,Kecamatan Sorong Maroi,,manfaat,,Sorong Maroi,Sorong Maroi
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\33. Papua Barat 2014\wilayah pesisir Papua Barat 2014\pengolahan wp3wt sorong manoi 2014\pengolahan data\penggunaan.shp,['FID'.'gna'.'kode_gna'.'manfaat'],1,Pesisir,2014,Papua Barat,,Kecamatan Wasior,,manfaat,,Wasior,Wasior
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Garat\garat_pemanfaatan.shp,['FID'.'NO_ID'.'KODE_PENGG'.'PENGGUNAAN'.'PEMANFAATA'],1,Pulau,2010,Sulawesi Utara,,Pulau Garat,,PEMANFAATA,,Garat,Garat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Karatung\karatung_pemanfaatan.shp,['FID'.'NO_ID'.'KODE_PENGG'.'PENGGUNAAN'.'PEMANFAATA'.'Las'],1,Pulau,2010,Sulawesi Utara,,Pulau Karatung,,PEMANFAATA,,Karatung,Karatung
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Malo\malo_pemanfaatan.shp,['FID'.'NO_ID'.'KODE_PENGG'.'PENGGUNAAN'.'PEMANFAATA'],1,Pulau,2010,Sulawesi Utara,,Pulau Malo,,PEMANFAATA,,Malo,Malo
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Mangupung\mangupung_pemanfaatan.shp,['FID'.'NO_ID'.'KODE_PENGG'.'PENGGUNAAN'.'PEMANFAATA'],1,Pulau,2010,Sulawesi Utara,,Pulau Mangupung,,PEMANFAATA,,Mangupung,Mangupung
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Intata\intata_pemanfaatan.shp,['FID'.'NO_ID'.'PENGGUNAAN'.'KODE_PENGG'.'PEMANFAATA'],1,Pulau Kecil Terluar,2010,Sulawesi Utara,,Pulau Intata,,PEMANFAATA,,Intata,Intata
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Kakorotan\kakorotan_pemanfaatan.shp,['FID'.'NO_ID'.'KODE_PENGG'.'PENGGUNAAN'.'PEMANFAATA'.'Las'],1,Pulau Kecil Terluar,2010,Sulawesi Utara,,Pulau Kakorotan,,PEMANFAATA,,Kakorotan,Kakorotan
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2009-2010\2010\Ada Spasial\24. Sulut 2010\04 05 2012\Pulau-Pulau (revisi maret)\Marampit\marampit_pemanfaatan.shp,['FID'.'NO_ID'.'KODE_PENGG'.'KETERANGAN'.'PEMANFAATA'.'Las'.'las2'],1,Pulau Kecil Terluar,2010,Sulawesi Utara,,Pulau Marampit,,PEMANFAATA,,Marampit,Marampit
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\24. Sulut 2011\11 09 12\PULAU KECIL\pulau kecil_prosesing\Mantehage\Processing\Mantehage P4T\Pemanfaatan_Mantehage.shp,['FID'.'FID_Pengg'.'QNAME'.'Nama_Desa'.'Penggnaan'.'Ket'.'Pemanfaata'.'Las'.'Zonase'.'Sistem_Zon'],1,Pulau Kecil Terluar,2011,Sulawesi Utara,,Pulau Mantehage,,Pemanfaata,,Mantehage,Mantehage
,C:\WP3WT\PPKT\SHP\Kawalusu\Pemanfaatan Tanah_Kawaluso.shp,['FID'.'J_Penggna'.'Pemanfaata'.'Keterangan'.'ID'.'ID_WILAYAH'.'NAMA_WILAY'],1,Pulau Kecil,2017,Sulawesi Utara,,Kecamatan Kawalusu,,Pemanfaata,,Kawalusu,Kawalusu
,C:\WP3WT\PPKT\SHP\Kawio\Pemanfaatan Tanah_Kawio.shp,['FID'.'J_Penggna'.'Pemanfaata'.'Keterangan'.'ID'.'ID_WILAYAH'.'NAMA_WILAY'],1,Pulau Kecil,2017,Sulawesi Utara,,Kecamatan Kawio,,Pemanfaata,,Kawio,Kawio
,C:\WP3WT\PPKT\SHP\Marore dan Batubawaikang\Pemanfaatan Tanah_Marore.shp,['FID'.'J_Penggna'.'Pemanfaata'.'Keterangan'.'ID'.'ID_WILAYAH'.'NAMA_WILAY'],1,Pulau Kecil,2017,Sulawesi Utara,,Kecamatan Marore,,Pemanfaata,,Marore,Marore
,C:\WP3WT\PPKT\SHP\Miangas\miangas_pemanfaatan.shp,['FID'.'ID'.'ID_TABEL'.'ID_WILAYAH'.'WILAYAH'.'JENIS'.'KETERANGAN'],1,Pulau Kecil,2017,Sulawesi Utara,,Kecamatan Miangas,,JENIS,,Miangas,Miangas
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\25. Sulteng 2011\09 05 2012\Spasial\Inventarisasi_Pesisir\Penggunaan_Tanah\penggunaan_AmpanaKota.shp,['FID'.'No_Iden'.'Kode_Pengg'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2010,Sulawesi Tengah,,Kecamatan Ampana Kota,,Pemanfaata,,Ampana Kota,Ampana Kota
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\25. Sulteng 2011\09 05 2012\Spasial\Inventarisasi_Pesisir\Penggunaan_Tanah\penggunaan_AmpanaTete.shp,['FID'.'No_Iden'.'Kode_Pengg'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2011,Sulawesi Tengah,,Kecamatan Ampana Tete,,Pemanfaata,,Ampana Tete,Ampana Tete
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\25. Sulteng 2011\09 05 2012\Spasial\Inventarisasi_Pesisir\Penggunaan_Tanah\penggunaan_bunta.shp,['FID'.'no_ident'.'Kode_Pengg'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2011,Sulawesi Tengah,,Kecamatan Bunta,,Pemanfaata,,Bunta,Bunta
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\25. Sulteng 2011\09 05 2012\Spasial\Inventarisasi_Pesisir\Penggunaan_Tanah\penggunaan_nuhon.shp,['FID'.'no_ident'.'Kode_Pengg'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2011,Sulawesi Tengah,,Kecamatan Nuhon,,Pemanfaata,,Nuhon,Nuhon
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\25. Sulteng 2011\09 05 2012\Spasial\Inventarisasi_Pesisir\Penggunaan_Tanah\penggunaan_tojobarat.shp,['FID'.'No_Iden'.'Kode_Pengg'.'Penggnaan'.'Pemanfaata'],1,Pesisir,2011,Sulawesi Tengah,,Kecamatan Tojo Barat,,Pemanfaata,,Tojo Barat,Tojo Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sulteng 2012\22 10 2013\Pesisir_2012\Ampibabo\final\1_penggunaan_ampibabo_Union.shp,['FID'.'FID_1_peng'.'Id'.'Provcode'.'Kabcode'.'Provname'.'Kabname'.'Kecname'.'Keccode'.'nilaidp'.'kodedp'.'qcode_pes'.'qcode'.'qpesisir'.'penggnaan'.'no_ident'.'pemanfaata'.'FID_aampib'.'Id_1'.'Provcode_1'.'Kabcode_1'.'Provname_1'.'Kabname_1'.'Kecname_1'.'Keccode_1'.'nilaidp_1'.'kodedp_1'.'desaname'],1,Pesisir,2012,Sulawesi Tengah,,Kecamatan Ampibabo,,pemanfaata,,Ampibabo,Ampibabo
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sulteng 2012\22 10 2013\Pesisir_2012\Kasimbar\final\1_penggunaan_kasimbar_Union.shp,['FID'.'FID_1_peng'.'Id'.'Provcode'.'Kabcode'.'Provname'.'Kabname'.'Kecname'.'Keccode'.'nilaidp'.'kodedp'.'qcode_pes'.'qcode'.'qpesisir'.'penggnaan'.'no_ident'.'pemanfaata'.'FID_akasim'.'Id_1'.'Provcode_1'.'Kabcode_1'.'Provname_1'.'Kabname_1'.'Kecname_1'.'Keccode_1'.'nilaidp_1'.'kodedp_1'.'desaname'],1,Pesisir,2012,Sulawesi Tengah,,Kecamatan Kasimbar,,pemanfaata,,Kasimbar,Kasimbar
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sulteng 2012\22 10 2013\Pesisir_2012\Siniu\final\1_penggunaan_tanah_ident_siniu.shp,['FID'.'Provcode'.'Kabcode'.'Provname'.'Kabname'.'Kecname'.'Keccode'.'nilaidp'.'kodedp'.'desaname'.'qcode_pes'.'qcode'.'qpesisir'.'penggnaan'.'no_ident'.'pemanfaata'],1,Pesisir,2012,Sulawesi Tengah,,Kecamatan Siniu,,pemanfaata,,Siniu,Siniu
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2012\Ada Spasial\28. Sulteng 2012\22 10 2013\Pesisir_2012\Toribulu\final\1_Penggunaan_Tanah_toribulu_.shp,['FID'.'FID_1_Peng'.'Id'.'Provcode'.'Kabcode'.'Provname'.'Kabname'.'Kecname'.'Keccode'.'nilaidp'.'kodedp'.'qcode_pes'.'qcode'.'qpesisir'.'penggnaan'.'no_ident'.'pemanfaata'.'FID_atorib'.'Id_1'.'Provcode_1'.'Kabcode_1'.'Provname_1'.'Kabname_1'.'Kecname_1'.'Keccode_1'.'nilaidp_1'.'kodedp_1'.'desaname'],1,Pesisir,2012,Sulawesi Tengah,,Kecamatan Toribulu,,pemanfaata,,Toribulu,Toribulu
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2013\25. Sulteng 2013\07 07 2014\Peta Tematik\KEC.PARIGI\pemanfaatan.shp,['FID'.'A_KECAMATA'.'PEMANFAATA'.'AREA'.'PERIMETER'.'HECTARES'],1,Pesisir,2013,Sulawesi Tengah,,Kecamatan Parigi,,PEMANFAATA,,Parigi,Parigi
