a,b,c,objID,objType,objYear,wapName,wakName,wadName,pmnID,pmnObjName,area,pmnRemarks,Pulau
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2016\7. Bengkulu\WP3WT_BENGKULU_2016\3 KECAMATAN AIR DIKIT\PETA\PETA-P4T\Q_Airdikit.shp,['FID'.'Ket'.'Keterangan'.'Kode_Jenis'],1,Pesisir,2016,Bengkulu,,Kecamatan Air Dikit,Kode_Jenis,,,Air Dikit,Air Dikit
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\10. Lampung 2011\04 04 2012\WP3WT2011LAMPUNG\PESISIR KOTA AGUNG\penggunaan.shp,['FID'.'Qname'],1,Pesisir,2014,Lampung,,Kecamatan Kota Agung,,Qname,,Kota Agung,Kota Agung
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\10. Lampung 2011\04 04 2012\WP3WT2011LAMPUNG\KOTA AGUNG TIMUR\penggunaan_ok.shp,['FID'.'Penggnaan'],1,Pesisir,2014,Lampung,,Kecamatan Kota Agung Timur,,Penggnaan,,Kota Agung Timur,Kota Agung Timur
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\10. Lampung 2011\21 11 2012\Laporan Pesisir 2011 Lampung\peta\PESISIR KOTA AGUNG BARAT 2011\penggunaan.shp,['FID'.'penggnaan'],1,Pesisir,2014,Lampung,,Kecamatan Kota Agung Barat,,penggnaan,,Kota Agung Barat,Kota Agung Barat
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\10. Lampung 2011\21 11 2012\Laporan Pesisir 2011 Lampung\peta\PESISIR PEMATANG SAWAH 2011\penggunaan.shp,['FID'.'penggnaan'],1,Pesisir,2014,Lampung,,Kecamatan Pematang Sawah,,penggnaan,,Pematang Sawah,Pematang Sawah
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\10. Lampung 2011\21 11 2012\Laporan Pesisir 2011 Lampung\peta\PESISIR SEMAKA 2011\penggunaan.shp,['FID'.'penggnaan'],1,Pesisir,2014,Lampung,,Kecamatan Semaka,,penggnaan,,Semaka,Semaka
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2011-2012\2011\Ada Spasial\10. Lampung 2011\21 11 2012\Laporan Pesisir 2011 Lampung\peta\PESISIR WONOSOBO 2011\penggunaan_tanah.shp,['FID'.'l'.'ket'],1,Pesisir,2014,Lampung,,Kecamatan Wonosobo,,ket,,Wonosobo,Wonosobo
,F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\8. Bangka Belitung 2014\Inventarisasi Wilayah Pesisir Babel 2014\1. Spasial\SHP\Kab. Belitung\Kecamatan Badau\Penggunaan Tanah\ptn_badau.shp,['FID'.'objID'.'objType'.'wapName'.'wakName'.'wacName'.'ptnID'.'ptnObjName'.'area'.'ptnRemark'],1,Pesisir,2014,Bangka Belitung,,Kecamatan Badau,,ptnObjName,,Badau,Badau
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
,,,,,,,,Kecamatan ,,,,,
